CCN,NETWORK,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City,State,Zip,County,dfc_closed,full_address,latitude,longitude
552773,18,DAVITA-BLUFF RD DIALYSIS,01/01/2015 - 12/31/2018,4,1,100 W. WASHINGTON BLVD.,,MONTEBELLO,CA,90640,LOS ANGELES,open,"100 W. WASHINGTON BLVD., MONTEBELLO, CA 90640",34.00165,-118.16266
552774,18,DAVITA-POMONA VALLEY DIALYSIS,01/01/2015 - 12/31/2018,4,1,2703 S TOWNE AVENUE,,POMONA,CA,91766,LOS ANGELES,open,"2703 S TOWNE AVENUE, POMONA, CA 91766",34.023296,-117.742837
552775,18,FMC-SANTA ANA DIALYSIS,01/01/2015 - 12/31/2018,3,1,"2740 S. BRISTOL STREET, SUITE 110",,SANTA ANA,CA,92704,ORANGE,open,"2740 S. BRISTOL STREET, SUITE 110, SANTA ANA, CA 92704",33.710015,-117.885938
552776,18,DAVITA-SAN BERNARDINO HOME TRAINING,01/01/2015 - 12/31/2018,Not Available,260,966 E. HOSPITALITY LANE,,SAN BERNARDINO,CA,92408,SAN BERNARDINO,open,"966 E. HOSPITALITY LANE, SAN BERNARDINO, CA 92408",34.069562,-117.264991
552777,18,"LAUREL CANYON DIALYSIS, LLC",01/01/2015 - 12/31/2018,3,1,8987 LAUREL CANYON BLVD.,,SUN VALLEY,CA,91352,LOS ANGELES,open,"8987 LAUREL CANYON BLVD., SUN VALLEY, CA 91352",34.23253,-118.40507
552778,18,"NRC-SYLMAR DIALYSIS, LLC",01/01/2015 - 12/31/2018,3,1,12151 SAN FERNANDO RD.,,SYLMAR,CA,91342,LOS ANGELES,open,"12151 SAN FERNANDO RD., SYLMAR, CA 91342",34.290289,-118.450223
552779,17,DAVITA EL SOBRANTE,01/01/2015 - 12/31/2018,3,1,3380 SAN PABLO DAM RD STE. C-D,,SAN PABLO,CA,94803,CONTRA COSTA,open,"3380 SAN PABLO DAM RD STE. C-D, SAN PABLO, CA 94803",37.962458,-122.325887
552780,18,DAVITA-MENIFEE HOME DIALYSIS,01/01/2015 - 12/31/2018,4,1,"29878 HAUN ROAD, SUITE 100",,MENIFEE,CA,92586,RIVERSIDE,open,"29878 HAUN ROAD, SUITE 100, MENIFEE, CA 92586",33.68607,-117.17501
552781,18,DAVITA-GARDEN GROVE HARBOR DIALYSIS,01/01/2015 - 12/31/2018,3,1,13054 NORTH HARBOR BLVD.,,GARDEN GROVE,CA,92843,ORANGE,open,"13054 NORTH HARBOR BLVD., GARDEN GROVE, CA 92843",33.77354,-117.91871
552782,17,FRESNO NORTH HOME TRAINING,01/01/2015 - 12/31/2018,5,1,6655 N. MILBURN,,FRESNO,CA,93722,FRESNO,open,"6655 N. MILBURN, FRESNO, CA 93722",36.834351,-119.88019
552783,18,U.S. RENAL CARE BEVERLY HILLS DIALYSIS,01/01/2015 - 12/31/2018,3,1,8420 WILSHRIE BLVD.,,BEVERLY HILLS,CA,90211,LOS ANGELES,open,"8420 WILSHRIE BLVD., BEVERLY HILLS, CA 90211",34.064464,-118.374603
552784,18,U.S. RENAL CARE SOUTH BAY HOME PROGRAM,01/01/2015 - 12/31/2018,4,1,23441 MADISON STREET #320,,TORRANCE,CA,90503,LOS ANGELES,open,"23441 MADISON STREET #320, TORRANCE, CA 90503",33.812468,-118.348519
552785,18,DAVITA-GLENDORA FOOTHILLS DIALYSIS,01/01/2015 - 12/31/2018,3,1,"750 WEST ROUTE 66, SUITE Q",,GLENDORA,CA,91740,LOS ANGELES,open,"750 WEST ROUTE 66, SUITE Q, GLENDORA, CA 91740",34.128145,-117.8779
552786,18,FMC-ANAHEIM DIALYSIS,01/01/2015 - 12/31/2018,4,1,"3150 W. LINCOLN AVENUE, SUITE 100",,ANAHEIM,CA,92801,ORANGE,open,"3150 W. LINCOLN AVENUE, SUITE 100, ANAHEIM, CA 92801",33.831305,-118.000476
552787,18,DAVITA-ARCADIA OAKS DIALYSIS,01/01/2015 - 12/31/2018,4,1,"721 W HUNTINGTON DRIVE, SUITE A-D",,ARCADIA,CA,91007,LOS ANGELES,open,"721 W HUNTINGTON DRIVE, SUITE A-D, ARCADIA, CA 91007",34.132041,-118.055553
552788,17,ROSEVILLE HOME THERAPY,01/01/2015 - 12/31/2018,3,1,"1474 STONE POINT DRIVE, SUITE 105",,ROSEVILLE,CA,95661,PLACER,open,"1474 STONE POINT DRIVE, SUITE 105, ROSEVILLE, CA 95661",38.755295,-121.249123
552789,18,DAVITA-NEWPORT IRVINE DIALYSIS,01/01/2015 - 12/31/2018,2,1,4300 VON KARMAN,,NEWPORT BEACH,CA,92660,ORANGE,open,"4300 VON KARMAN, NEWPORT BEACH, CA 92660",33.66334,-117.86129
552790,18,SANDERLING DIALYSIS OF TEHACHAPI,01/01/2015 - 12/31/2018,2,1,711 VALLEY BLVD.,,TEHACHAPI,CA,93561,KERN,open,"711 VALLEY BLVD., TEHACHAPI, CA 93561",35.124807,-118.459716
552791,18,DAVITA-COLTON RANCH DIALYSIS,01/01/2015 - 12/31/2018,3,1,"1405 VALLEY BLVD., SUITE 100",,COLTON,CA,92324,SAN BERNARDINO,open,"1405 VALLEY BLVD., SUITE 100, COLTON, CA 92324",34.069967,-117.34889
552792,18,DAVITA-CASA ST HOME TRAINING,01/01/2015 - 12/31/2018,Not Available,260,"35 CASA STREET, SUITE 110",,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,open,"35 CASA STREET, SUITE 110, SAN LUIS OBISPO, CA 93405",35.293233,-120.666349
552793,18,DAVITA-AVALON DIALYSIS,01/01/2015 - 12/31/2018,4,1,5807 S. AVALON BLVD.,,LOS ANGELES,CA,90011,LOS ANGELES,open,"5807 S. AVALON BLVD., LOS ANGELES, CA 90011",33.989576,-118.265724
552794,17,SAN RAFAEL DIALYSIS,01/01/2015 - 12/31/2018,3,1,1415 3RD STREET,,SAN RAFAEL,CA,94901,MARIN,open,"1415 3RD STREET, SAN RAFAEL, CA 94901",37.972335,-122.532847
552795,18,DAVITA-RIVERLAKES HOME TRAINING,01/01/2015 - 12/31/2018,Not Available,260,"3933 COFFEE ROAD, SUITE A",,BAKERSFIELD,CA,93308,KERN,open,"3933 COFFEE ROAD, SUITE A, BAKERSFIELD, CA 93308",35.395375,-119.093567
552796,18,DAVITA-SEVEN OAKS DIALYSIS,01/01/2015 - 12/31/2018,1,1,4651 CORPORATE COURT,,BAKERSFIELD,CA,93311,KERN,open,"4651 CORPORATE COURT, BAKERSFIELD, CA 93311",35.31236,-119.13244
552797,17,"KERMAN DIALYSIS CENTER, LLC",01/01/2015 - 12/31/2018,3,1,14945 WEST WHITEBRIDGE AVENUE,,KERMAN,CA,93630,FRESNO,open,"14945 WEST WHITEBRIDGE AVENUE, KERMAN, CA 93630",36.73447,-120.058651
552798,18,FMC-RAVEN,01/01/2015 - 12/31/2018,4,1,499 RAVEN STREET,,SAN DIEGO,CA,92102,SAN DIEGO,open,"499 RAVEN STREET, SAN DIEGO, CA 92102",32.71063,-117.10702
552799,18,FMC-SOUTH BAY HOME THERAPY,01/01/2015 - 12/31/2018,3,1,1223 PACIFIC COAST HIGHWAY,,HARBOR CITY,CA,90710,LOS ANGELES,open,"1223 PACIFIC COAST HIGHWAY, HARBOR CITY, CA 90710",33.79009,-118.29876
552800,18,DAVITA-BEVERLYWOOD DIALYSIS,01/01/2015 - 12/31/2018,2,1,"2080 CENTURY PARK EAST, SUITE 210",,LOS ANGELES,CA,90067,LOS ANGELES,open,"2080 CENTURY PARK EAST, SUITE 210, LOS ANGELES, CA 90067",34.059313,-118.41124
552801,18,DAVITA-EL DORADO DIALYSIS,01/01/2015 - 12/31/2018,2,1,2977 REDONDO AVENUE,,LONG BEACH,CA,90806,LOS ANGELES,open,"2977 REDONDO AVENUE, LONG BEACH, CA 90806",33.809777,-118.151955
552802,17,BROADWAY DIALYSIS,01/01/2015 - 12/31/2018,3,1,2624 STOCKTON BOULEVARD,,SACRAMENTO,CA,95817,SACRAMENTO,open,"2624 STOCKTON BOULEVARD, SACRAMENTO, CA 95817",38.551416,-121.456186
552803,17,SATELLITE HEALTHCARE CERES,01/01/2015 - 12/31/2018,5,1,1372 MITCHELL ROAD,,MODESTO,CA,95351,STANISLAUS,open,"1372 MITCHELL ROAD, MODESTO, CA 95351",37.61122,-120.93755
552804,17,PACHECO DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,1245 W PACHECO BLVD STE D,,LOS BANOS,CA,93635,MERCED,open,"1245 W PACHECO BLVD STE D, LOS BANOS, CA 93635",37.055178,-120.871402
552805,18,FMC-MORENO VALLEY,01/01/2015 - 12/31/2018,3,1,27420 IRIS AVENUE,,MORENO VALLEY,CA,92555,RIVERSIDE,open,"27420 IRIS AVENUE, MORENO VALLEY, CA 92555",33.89743,-117.184603
552806,18,DAVITA-VISALIA VINEYARD DIALYSIS,01/01/2015 - 12/31/2018,3,1,1140 SOUTH BEN MADDOX WAY,,VISALIA,CA,93292,TULARE,open,"1140 SOUTH BEN MADDOX WAY, VISALIA, CA 93292",36.320398,-119.275326
552807,18,DAVITA-TUSTIN RANCH DIALYSIS,01/01/2015 - 12/31/2018,5,1,721 W 1ST STREET,,TUSTIN,CA,92780,ORANGE,open,"721 W 1ST STREET, TUSTIN, CA 92780",33.74605,-117.831855
552808,17,PORT CITY DIALYSIS CENTER,01/01/2015 - 12/31/2018,3,1,1810 S. FRESNO AVE.,,STOCKTON,CA,95206,SAN JOAQUIN,open,"1810 S. FRESNO AVE., STOCKTON, CA 95206",37.93195,-121.31165
552809,17,FMC POTRERO AVENUE,01/01/2015 - 12/31/2018,4,1,626 POTRERO AVE,,SAN FRANCISCO,CA,94110,SAN FRANCISCO,open,"626 POTRERO AVE, SAN FRANCISCO, CA 94110",37.761634,-122.407593
552810,18,U.S. RENAL CARE GRAND HOME PROGRAM,01/01/2015 - 12/31/2018,5,1,"1145 WEST 6TH STREET, SUITE 100",,LOS ANGELES,CA,90017,LOS ANGELES,open,"1145 WEST 6TH STREET, SUITE 100, LOS ANGELES, CA 90017",34.05474,-118.263296
552811,17,DAVITA GOLDEN GATE DIALYSIS,01/01/2015 - 12/31/2018,2,1,2700 GEARY BLVD. SUITE A,,SAN FRANCISCO,CA,94118,SAN FRANCISCO,open,"2700 GEARY BLVD. SUITE A, SAN FRANCISCO, CA 94118",37.782648,-122.44839
552812,17,DAVITA GOLDEN STATE DIALYSIS,01/01/2015 - 12/31/2018,2,1,4200 N GOLDEN STATE BLVD,,TURLOCK,CA,95382,STANISLAUS,open,"4200 N GOLDEN STATE BLVD, TURLOCK, CA 95382",37.531598,-120.887197
552813,18,DAVITA-UPLAND COLONIES DIALYSIS,01/01/2015 - 12/31/2018,3,1,587 N. MOUNTAIN AVENUE,,UPLAND,CA,91786,SAN BERNARDINO,open,"587 N. MOUNTAIN AVENUE, UPLAND, CA 91786",34.10128,-117.67107
552814,17,DAVITA  DEER PARK DIALYSIS,01/01/2015 - 12/31/2018,1,1,4401 MACK ROAD,,SACRAMENTO,CA,95823,SACRAMENTO,open,"4401 MACK ROAD, SACRAMENTO, CA 95823",38.47497,-121.45268
552815,18,DAVITA-ONTARIO MILLS DIALYSIS,01/01/2015 - 12/31/2018,2,1,2403 S VINEYARD AVE SUITE D,,ONTARIO,CA,91761,SAN BERNARDINO,open,"2403 S VINEYARD AVE SUITE D, ONTARIO, CA 91761",34.029855,-117.608257
552816,18,"ONTARIO HOLT DIALYSIS CENTER, INC.",01/01/2015 - 12/31/2018,2,1,1310 WEST HOLT AVENUE,,ONTARIO,CA,91762,SAN BERNARDINO,open,"1310 WEST HOLT AVENUE, ONTARIO, CA 91762",34.063687,-117.675133
552817,18,DAVITA-JURUPA VALLEY DIALYSIS,01/01/2015 - 12/31/2018,3,1,8080 LIMONITE AVENUE,,JURUPA VALLEY,CA,92509,RIVERSIDE,open,"8080 LIMONITE AVENUE, JURUPA VALLEY, CA 92509",33.975924,-117.461203
552818,18,"DELANO KIDNEY CENTER, LLC",01/01/2015 - 12/31/2018,3,1,1980 CECIL AVENUE,,DELANO,CA,93215,KERN,open,"1980 CECIL AVENUE, DELANO, CA 93215",35.77476,-119.22792
552819,18,"SANTA CLARITA DIALYSIS, LLC",01/01/2015 - 12/31/2018,1,1,23421 LYONS AVENUE,,VALENCIA,CA,91355,LOS ANGELES,open,"23421 LYONS AVENUE, VALENCIA, CA 91355",34.380787,-118.543213
552820,17,FMC FRESNO AIRPORT EAST,01/01/2015 - 12/31/2018,1,1,1899 NORTH HELM AVE SUITE 101,,FRESNO,CA,93727,FRESNO,open,"1899 NORTH HELM AVE SUITE 101, FRESNO, CA 93727",36.767715,-119.724433
552821,18,DAVITA SOUTH GATE DIALYSIS,01/01/2015 - 12/31/2018,5,1,9848 ATLANTIC AVENUE,,SOUTH GATE,CA,90280,LOS ANGELES,open,"9848 ATLANTIC AVENUE, SOUTH GATE, CA 90280",33.94209,-118.181168
552822,18,DAVITA-HUNTINGTON DIALYSIS,01/01/2015 - 12/31/2018,2,1,390 S. FAIR OAKS BLVD.,,PASADENA,CA,91105,LOS ANGELES,open,"390 S. FAIR OAKS BLVD., PASADENA, CA 91105",34.139096,-118.149946
552823,18,DAVITA-CASA DEL RIO HOME TRAINING,01/01/2015 - 12/31/2018,Not Available,260,"8331 BRIMHALL ROAD BUILDING 900, SUITE 902",,BAKERSFIELD,CA,93312,KERN,open,"8331 BRIMHALL ROAD BUILDING 900, SUITE 902, BAKERSFIELD, CA 93312",35.366239,-119.095876
552824,18,DAVITA-WESTLAKE VILLAGE DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,"30730 RUSSELL RANCH ROAD, SUITE A",,THOUSAND OAKS,CA,91362,VENTURA,closed,"30730 RUSSELL RANCH ROAD, SUITE A, THOUSAND OAKS, CA 91362",34.148582,-118.793497
552825,18,US RENAL CARE VICTORVILLE HOME DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,12611 HESPERIA RD. SUITE B,,VICTORVILLE,CA,92395,SAN BERNARDINO,open,"12611 HESPERIA RD. SUITE B, VICTORVILLE, CA 92395",34.48031,-117.290158
552826,18,DAVITA CIRCLE CITY DIALYSIS,01/01/2015 - 12/31/2018,3,1,1180 W 6TH STREET,,CORONA,CA,92882,RIVERSIDE,open,"1180 W 6TH STREET, CORONA, CA 92882",33.87681,-117.586507
552827,17,SATELLITE HEALTHCARE BLOSSOM VALLEY,01/01/2015 - 12/31/2018,3,1,1450 KOOSER ROAD,,SAN JOSE,CA,95118,SANTA CLARA,open,"1450 KOOSER ROAD, SAN JOSE, CA 95118",37.245472,-121.89137
552828,17,DAVITA MARINA DIALYSIS,01/01/2015 - 12/31/2018,4,1,930 2ND AVENUE,,MARINA,CA,93933,MONTEREY,open,"930 2ND AVENUE, MARINA, CA 93933",36.668454,-121.808398
552829,17,DAVITA LONE TREE RANCH DIALYSIS,01/01/2015 - 12/31/2018,3,1,4040 LONE TREE WAY,,ANTIOCH,CA,94531,CONTRA COSTA,open,"4040 LONE TREE WAY, ANTIOCH, CA 94531",37.976595,-121.804325
552830,18,DAVITA SERRANO DIALYSIS,01/01/2015 - 12/31/2018,4,1,1800 MEDICAL CENTER DR. SUITE 150,,SAN BERNARDINO,CA,92411,SAN BERNARDINO,open,"1800 MEDICAL CENTER DR. SUITE 150, SAN BERNARDINO, CA 92411",34.131381,-117.322984
552831,17,DAVITA EL CAMINO DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,412 WEST EL CAMINO REAL,,MOUNTAIN VIEW,CA,94043,SANTA CLARA,closed,"412 WEST EL CAMINO REAL, MOUNTAIN VIEW, CA 94043",37.38376,-122.07921
552832,18,DAVITA-ROLLING HILLS DIALYSIS,01/01/2015 - 12/31/2018,1,1,"25210 CRENSHAW BLVD., SUITE 110",,TORRANCE,CA,90505,LOS ANGELES,open,"25210 CRENSHAW BLVD., SUITE 110, TORRANCE, CA 90505",33.794516,-118.328551
552833,18,U.S. RENAL CARE SOUTH BAY DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,4450 182ND STREET,,REDONDO BEACH,CA,90278,LOS ANGELES,open,"4450 182ND STREET, REDONDO BEACH, CA 90278",33.86525,-118.35417
552834,18,DAVITA-VISTA DEL SOL DIALYSIS,01/01/2015 - 12/31/2018,4,1,15002 AMARGOSA ROAD,,VICTORVILLE,CA,92394,SAN BERNARDINO,open,"15002 AMARGOSA ROAD, VICTORVILLE, CA 92394",34.523173,-117.330737
552835,18,DAVITA WARNER CENTER DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,21040 CALIFA ST SUITE A,,WOODLAND HILLS,CA,91367,LOS ANGELES,open,"21040 CALIFA ST SUITE A, WOODLAND HILLS, CA 91367",34.176802,-118.591402
552836,18,FMC-WEST GLENDALE,01/01/2015 - 12/31/2018,1,1,623 SOUTH CENTRAL AVENUE,,GLENDALE,CA,91204,LOS ANGELES,open,"623 SOUTH CENTRAL AVENUE, GLENDALE, CA 91204",34.137873,-118.258355
552837,18,"POMONA DIALYSIS CENTER, INC.",01/01/2015 - 12/31/2018,3,1,"255 E. BONITA AVENUE, BUILDING 1 STE 200",,POMONA,CA,91767,LOS ANGELES,open,"255 E. BONITA AVENUE, BUILDING 1 STE 200, POMONA, CA 91767",34.09796,-117.747214
552838,18,DAVITA REDHAWK DIALYSIS,01/01/2015 - 12/31/2018,2,1,"44605 AVENIDA DE MISSIONES, SUITE 100",,TEMECULA,CA,92592,RIVERSIDE,open,"44605 AVENIDA DE MISSIONES, SUITE 100, TEMECULA, CA 92592",33.476585,-117.111983
552839,17,DAVITA WHITMORE DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,1424 E. WHITMORE AVE,,CERES,CA,95307,STANISLAUS,closed,"1424 E. WHITMORE AVE, CERES, CA 95307",37.594251,-120.97163
552840,18,DAVITA DESERT SANDS HOME TRAINING,01/01/2015 - 12/31/2018,Not Available,260,78030 WILDCAT DR. STE 102,,PALM DESERT,CA,92211,RIVERSIDE,open,"78030 WILDCAT DR. STE 102, PALM DESERT, CA 92211",33.76613,-116.30338
552841,18,DAVITA OCEANSIDE DIALYSIS,01/01/2015 - 12/31/2018,4,1,4182 OCEANSIDE BLVD,,OCEANSIDE,CA,92056,SAN DIEGO,open,"4182 OCEANSIDE BLVD, OCEANSIDE, CA 92056",33.208405,-117.286364
552842,17,DAVITA SAN RAMON VALLEY HOME TRAINING,01/01/2015 - 12/31/2018,Not Available,260,1320 EL CAPITAN DR STE 210,,DANVILLE,CA,94526,CONTRA COSTA,open,"1320 EL CAPITAN DR STE 210, DANVILLE, CA 94526",37.784363,-121.966761
552843,18,DAVTA ROWLAND HEIGHTS DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,"17875 COLIMA RD, SUITE A",,CITY OF INDUSTRY,CA,91748,LOS ANGELES,open,"17875 COLIMA RD, SUITE A, CITY OF INDUSTRY, CA 91748",33.990781,-117.914373
552844,18,DAVITA VAN NUYS DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,14434 SHERMAN WAY,,VAN NUYS,CA,91405,LOS ANGELES,open,"14434 SHERMAN WAY, VAN NUYS, CA 91405",34.201029,-118.447636
552845,18,DAVITA PALMS VALLEY DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,38454 5TH STREET WEST,,PALMDALE,CA,93551,LOS ANGELES,open,"38454 5TH STREET WEST, PALMDALE, CA 93551",34.580593,-118.137015
552846,18,DAVITA-VISTA HEIGHTS DIALYSIS CENTER,01/01/2015 - 12/31/2018,Not Available,260,"12220 PERRIS BLVD, STE A",,MORENO VALLEY,CA,92557,RIVERSIDE,open,"12220 PERRIS BLVD, STE A, MORENO VALLEY, CA 92557",33.943177,-117.224707
552847,17,DAVITA ARENA DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,2980 ADVANTAGE WAY,,SACRAMENTO,CA,95834,SACRAMENTO,open,"2980 ADVANTAGE WAY, SACRAMENTO, CA 95834",38.6541,-121.52891
552848,17,DAVITA EASTRIDGE DIALYSIS,01/01/2015 - 12/31/2018,Not Available,258,3501 E CAPITOL EXPRESSWAY,,SAN JOSE,CA,95122,SANTA CLARA,open,"3501 E CAPITOL EXPRESSWAY, SAN JOSE, CA 95122",37.347195,-121.825271
552849,17,DAVITA PETALUMA RIVER DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,"417 N MCDOWELL BLVD, SUITE 30",,PETALUMA,CA,94954,SONOMA,closed,"417 N MCDOWELL BLVD, SUITE 30, PETALUMA, CA 94954",38.25398,-122.635367
552850,18,U.S. RENAL CARE DOWNTOWN LOS ANGELES DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,"2511 W 3RD STREET, SUITE 120",,LOS ANGELES,CA,90057,LOS ANGELES,open,"2511 W 3RD STREET, SUITE 120, LOS ANGELES, CA 90057",34.065418,-118.276993
552851,18,U.S. RENAL CARE LITTLE TOKYO DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,"420 EAST 3RD STEET, SUITE 120",,LOS ANGELES,CA,90013,LOS ANGELES,open,"420 EAST 3RD STEET, SUITE 120, LOS ANGELES, CA 90013",34.046762,-118.242029
552852,18,DAVITA LA HABRA DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,1611 W WHITTIER BLVD,,LA HABRA,CA,90631,ORANGE,open,"1611 W WHITTIER BLVD, LA HABRA, CA 90631",33.939561,-117.965319
552853,18,NORTHRIDGE KIDNEY CARE CENTER,01/01/2015 - 12/31/2018,Not Available,260,19333 BUSINESS CENTER DRIVE,,NORTHRIDGE,CA,91324,LOS ANGELES,open,"19333 BUSINESS CENTER DRIVE, NORTHRIDGE, CA 91324",34.231527,-118.554867
552854,18,DAVITATORRANCE EMERALD DIALYSIS,01/01/2015 - 12/31/2018,Not Available,258,20821 HAWTHORNE BLVD,,TORRANCE,CA,90503,LOS ANGELES,open,"20821 HAWTHORNE BLVD, TORRANCE, CA 90503",33.840727,-118.354173
552855,17,DAVITA CURTOLA HOME TRAINING PROGRAM,01/01/2015 - 12/31/2018,Not Available,258,125 CORPORATE PLACE SUITE B,,VALLEJO,CA,94590,SOLANO,open,"125 CORPORATE PLACE SUITE B, VALLEJO, CA 94590",38.09433,-122.24855
552856,18,SIERRA VALLEY DIALYSIS CENTER,01/01/2015 - 12/31/2018,Not Available,260,283 NORTH PEARSON DRIVE,,PORTERVILLE,CA,93257,TULARE,open,"283 NORTH PEARSON DRIVE, PORTERVILLE, CA 93257",36.07108,-119.02854
552857,17,DAVITA BIDWELL DIALYSIS,01/01/2015 - 12/31/2018,Not Available,258,966 EAST AVE,,CHICO,CA,95973,BUTTE,open,"966 EAST AVE, CHICO, CA 95973",39.761506,-121.841727
552858,18,DAVITA MAYFAIR DIALYSIS,01/01/2015 - 12/31/2018,Not Available,258,4930 PARAMOUNT BLVD,,LAKEWOOD,CA,90712,LOS ANGELES,open,"4930 PARAMOUNT BLVD, LAKEWOOD, CA 90712",33.847975,-118.159342
552859,17,SATELLITE HEALTHCARE EVERGREEN,01/01/2015 - 12/31/2018,Not Available,258,"3251 SOUTH WHITE ROAD, SUITE 10",,SAN JOSE,CA,95148,SANTA CLARA,open,"3251 SOUTH WHITE ROAD, SUITE 10, SAN JOSE, CA 95148",37.31484,-121.793556
552860,18,DAVITA INDIO DIALYSIS,01/01/2015 - 12/31/2018,Not Available,258,82900 AVE 42 SUITE E,,INDIO,CA,92203,RIVERSIDE,open,"82900 AVE 42 SUITE E, INDIO, CA 92203",33.744608,-116.217381
552861,18,DAVITA-ROSE POINT DIALYSIS,01/01/2015 - 12/31/2018,Not Available,258,400 PALM AVE,,WASCO,CA,93280,KERN,open,"400 PALM AVE, WASCO, CA 93280",35.603165,-119.348715
552862,17,DAVITA SANTA ROSA SPRINGS DIALYSIS,01/01/2015 - 12/31/2018,Not Available,258,18 EAST FULTON ROAD,,SANTA ROSA,CA,95403,SONOMA,closed,"18 EAST FULTON ROAD, SANTA ROSA, CA 95403",38.4962,-122.74761
552863,17,SATELLITE HEALTHCARE FOLSOM,01/01/2015 - 12/31/2018,Not Available,258,210 BLUE RAVINE RD SUITE 100,,FOLSOM,CA,95630,SACRAMENTO,open,"210 BLUE RAVINE RD SUITE 100, FOLSOM, CA 95630",38.656181,-121.173262
552864,17,FKC SAN MIGUEL,01/01/2015 - 12/31/2018,Not Available,258,2731 SYSTRON DRIVE SUITE 100,,CONCORD,CA,94518,CONTRA COSTA,open,"2731 SYSTRON DRIVE SUITE 100, CONCORD, CA 94518",37.965487,-122.028579
552865,17,FMC CLOVIS,01/01/2015 - 12/31/2018,Not Available,258,2585 ALLUVIAL AVE,,CLOVIS,CA,93611,FRESNO,open,"2585 ALLUVIAL AVE, CLOVIS, CA 93611",36.84548,-119.66624
552867,17,"USRC NAPA, LLC",01/01/2015 - 12/31/2018,Not Available,258,3219 JEFFERSON STREET,,NAPA,CA,94558,NAPA,open,"3219 JEFFERSON STREET, NAPA, CA 94558",38.320129,-122.299545
552868,17,"SRS-CRESCENT CITY, LLC",01/01/2015 - 12/31/2018,Not Available,258,"780 EAST WASHINGTON BLVD, BUILDING B",,CRESCENT CITY,CA,95531,DEL NORTE,open,"780 EAST WASHINGTON BLVD, BUILDING B, CRESCENT CITY, CA 95531",41.775208,-124.194285
552869,18,FMC-HUNTINGTON BEACH,01/01/2015 - 12/31/2018,Not Available,258,"17762 BEACH BLVD, STE 120",,HUNTINGTON BEACH,CA,92647,ORANGE,open,"17762 BEACH BLVD, STE 120, HUNTINGTON BEACH, CA 92647",33.70407,-117.988687
552870,17,"FMC FRESNO, LLC",01/01/2015 - 12/31/2018,Not Available,258,1899 N HELM AVE STE 102,,FRESNO,CA,93727,FRESNO,open,"1899 N HELM AVE STE 102, FRESNO, CA 93727",36.767715,-119.724433
552872,18,SANDERLING DIALYSIS OF RAMONA,01/01/2015 - 12/31/2018,Not Available,258,2102 MAIN STREET,,RAMONA,CA,92065,SAN DIEGO,open,"2102 MAIN STREET, RAMONA, CA 92065",33.030659,-116.885762
642300,17,LBJ MEDICAL CENTER,01/01/2015 - 12/31/2018,3,1,DIALYSIS UNIT,PO BOX LBJ,PAGO PAGO,AS,96799,AMERICAN SAMOA,open,"DIALYSIS UNIT, PAGO PAGO, AS 96799",-14.27826,-170.687814
652500,17,GUAM DIALYSIS CENTER-TAMUNING,01/01/2015 - 12/31/2018,3,1,633 GOV CARLOS G CAMACHO ROAD SUITE 106,,TAMUNING,GU,96913,GUAM,open,"633 GOV CARLOS G CAMACHO ROAD SUITE 106, TAMUNING, GU 96913",13.528352,144.818415
652501,17,GUAM RENAL CARE,01/01/2015 - 12/31/2018,3,1,"736 ROUTE 4, SUITE 101",,SINAJANA,GU,96910,GUAM,open,"736 ROUTE 4, SUITE 101, SINAJANA, GU 96910",13.45976,144.762069
652503,17,RENAL CENTERS OF GUAM,01/01/2015 - 12/31/2018,4,1,600 HARMON LOOP SUITE 104,,DEDEDO,GU,96929,GUAM,open,"600 HARMON LOOP SUITE 104, DEDEDO, GU 96929",13.540285,144.813246
652504,17,TUMON KIDNEY CENTER,01/01/2015 - 12/31/2018,2,1,"1406 NORTH MARINE CORP DRIVE, SUITE A",,UPPER TUMON,GU,96913,GUAM,open,"1406 NORTH MARINE CORP DRIVE, SUITE A, UPPER TUMON, GU 96913",13.478188,144.809041
652505,17,US RENAL CARE FINEGAYAN,01/01/2015 - 12/31/2018,4,1,"781 ROUTE 3, SUITE 101",,DEDEDO,GU,96929,GUAM,open,"781 ROUTE 3, SUITE 101, DEDEDO, GU 96929",13.510013,144.836572
