CCN,Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City,State,Zip,County/Parish,dfc_new,full_address,latitude,longitude
522556,11,DaVita Sturgeon Bay Dialysis,01Jan2020-31Dec2023,4.0,1,108 SOUTH 10TH AVENUE,,STURGEON BAY,WI,54235,Door,existing,"108 SOUTH 10TH AVENUE, STURGEON BAY, WI 54235",44.83491,-87.366402
522558,11,DaVita Titletown Dialysis,01Jan2020-31Dec2023,,261,120 SIEGLER STREET,,GREEN BAY,WI,54303,Brown,existing,"120 SIEGLER STREET, GREEN BAY, WI 54303",44.53151,-88.06788
522559,11,FRESENIUS KIDNEY CARE AMERICAN PARKWAY,01Jan2020-31Dec2023,2.0,1,4600 AMERICAN PARKWAY,STE 102,MADISON,WI,53718,Dane,existing,"4600 AMERICAN PARKWAY, MADISON, WI 53718",43.148267,-89.29132
522560,11,DaVita Oshkosh West Dialysis,01Jan2020-31Dec2023,3.0,1,DIALYSIS UNIT,855 NORTH WESTHAVEN DRIVE,OSHKOSH,WI,54904,Winnebago,existing,"DIALYSIS UNIT, OSHKOSH, WI 54904",44.032742,-88.593852
522561,11,FRESENIUS MEDICAL CARE MIDWEST LAKESHORE,01Jan2020-31Dec2023,3.0,1,2000 E LAYTON AVE STE 200,,SAINT FRANCIS,WI,53235,Milwaukee,existing,"2000 E LAYTON AVE STE 200, SAINT FRANCIS, WI 53235",42.960007,-87.884537
522562,11,DaVita Manitowoc Dialysis,01Jan2020-31Dec2023,3.0,1,3303 DEWEY ST,,MANITOWOC,WI,54220,Manitowoc,existing,"3303 DEWEY ST, MANITOWOC, WI 54220",44.073352,-87.68816
522564,11,FRESENIUS MEDICAL CARE MIDWEST KENOSHA,01Jan2020-31Dec2023,2.0,1,6810 GREEN BAY RD,SUITE 1,KENOSHA,WI,53142,Kenosha,existing,"6810 GREEN BAY RD, KENOSHA, WI 53142",42.573735,-87.889077
522565,11,ARA - MILWAUKEE,01Jan2020-31Dec2023,2.0,1,MILWAUKEE DIALYSIS CENTER,4775 N GREEN BAY AVE,MILWAUKEE,WI,53209,Milwaukee,existing,"MILWAUKEE DIALYSIS CENTER, MILWAUKEE, WI 53209",43.093873,-87.941131
522566,11,DaVita Bluemound Dialysis,01Jan2020-31Dec2023,2.0,1,601 NORTH 99TH STREET,SUITE 100,WAUWATOSA,WI,53226,Milwaukee,existing,"601 NORTH 99TH STREET, WAUWATOSA, WI 53226",43.036961,-88.037252
522570,11,FMC DIALYSIS - WAUPACA,01Jan2020-31Dec2023,4.0,1,102 GRAND SEASONS DRIVE,SUITE 7,WAUPACA,WI,54981,Waupaca,existing,"102 GRAND SEASONS DRIVE, WAUPACA, WI 54981",44.356892,-89.1178
522571,11,FRESENIUS MEDICAL CARE MIDWEST APPLETON AVE,01Jan2020-31Dec2023,2.0,1,7793 W APPLETON AVE,,MILWAUKEE,WI,53222,Milwaukee,existing,"7793 W APPLETON AVE, MILWAUKEE, WI 53222",43.09637,-88.010047
522572,11,MONROE CLINIC DIALYSIS,01Jan2020-31Dec2023,3.0,1,120 W 7th Street,,MONROE,WI,53566,Green,existing,"120 W 7th Street, MONROE, WI 53566",42.604981,-89.657408
522573,11,FRESENIUS MEDICAL CARE MIDWEST 27TH STREET BRANCH,01Jan2020-31Dec2023,2.0,1,3120 S 27TH ST,,MILWAUKEE,WI,53215,Milwaukee,existing,"3120 S 27TH ST, MILWAUKEE, WI 53215",42.987835,-87.9478
522575,11,DaVita Amery Dialysis,01Jan2020-31Dec2023,3.0,1,970 ELDEN AVE,,AMERY,WI,54001,Polk,existing,"970 ELDEN AVE, AMERY, WI 54001",45.29494,-92.36452
522577,11,DaVita Humboldt Ridge Dialysis,01Jan2020-31Dec2023,1.0,1,2211 N HUMBOLDT BLVD,,MILWAUKEE,WI,53212,Milwaukee,existing,"2211 N HUMBOLDT BLVD, MILWAUKEE, WI 53212",43.059275,-87.898375
522578,11,DaVita Oak Creek Dialysis,01Jan2020-31Dec2023,3.0,1,"8201 S HOWELL AVE, SUITE 600",,OAK CREEK,WI,53154,Milwaukee,existing,"8201 S HOWELL AVE, SUITE 600, OAK CREEK, WI 53154",42.89523,-87.913445
522579,11,DaVita Mequon Road Dialysis,01Jan2020-31Dec2023,3.0,1,W175 N11056 STONEWOOD DR,,GERMANTOWN,WI,53022,Washington,existing,"W175 N11056 STONEWOOD DR, GERMANTOWN, WI 53022",43.218775,-88.127037
522580,11,FMC - HAYWARD,01Jan2020-31Dec2023,3.0,1,10342 DYNO DR,,HAYWARD,WI,54843,Sawyer,existing,"10342 DYNO DR, HAYWARD, WI 54843",46.00691,-91.491559
522581,11,FRESENIUS MEDICAL CARE MIDWEST WAUKESHA,01Jan2020-31Dec2023,1.0,1,111 ANN STREET,,WAUKESHA,WI,53188,Waukesha,existing,"111 ANN STREET, WAUKESHA, WI 53188",43.012319,-88.235267
522582,11,FRESENIUS KIDNEY CARE SHAWANO,01Jan2020-31Dec2023,3.0,1,1509 S LINCOLN ST,,SHAWANO,WI,54166,Shawano,existing,"1509 S LINCOLN ST, SHAWANO, WI 54166",44.76044,-88.60433
522583,11,DaVita Harbor View Dialysis,01Jan2020-31Dec2023,2.0,1,3113 WASHINGTON AVE,,RACINE,WI,53405,Racine,existing,"3113 WASHINGTON AVE, RACINE, WI 53405",42.71845,-87.81705
522584,11,DaVita Willow Creek Dialysis,01Jan2020-31Dec2023,1.0,1,1139 WARWICK WAY,,RACINE,WI,53406,Racine,existing,"1139 WARWICK WAY, RACINE, WI 53406",42.72119,-87.86486
522586,11,DaVita Northern Star Dialysis,01Jan2020-31Dec2023,3.0,1,311 ELM ST,PO BOX 1487,WOODRUFF,WI,54568,Oneida,existing,"311 ELM ST, WOODRUFF, WI 54568",45.893576,-89.702543
522587,11,DaVita Stevens Point Dialysis,01Jan2020-31Dec2023,3.0,1,1100 MERIDIAN DR,,PLOVER,WI,54467,Portage,existing,"1100 MERIDIAN DR, PLOVER, WI 54467",44.49245,-89.51388
522588,11,DaVita Marshfield Dialysis,01Jan2020-31Dec2023,1.0,1,123 NORTHRIDGE ST,,MARSHFIELD,WI,54449,Marathon,existing,"123 NORTHRIDGE ST, MARSHFIELD, WI 54449",44.693261,-90.155177
522589,11,DaVita Wisconsin Rapids Dialysis,01Jan2020-31Dec2023,4.0,1,1041 B. HILL ST,,WISCONSIN RAPIDS,WI,54494,Wood,existing,"1041 B. HILL ST, WISCONSIN RAPIDS, WI 54494",44.39153,-89.822667
522591,11,DaVita Rhinelander Dialysis,01Jan2020-31Dec2023,3.0,1,1306 LINCOLN ST,,RHINELANDER,WI,54501,Oneida,existing,"1306 LINCOLN ST, RHINELANDER, WI 54501",45.63251,-89.39169
522593,11,DaVita Wausau Dialysis,01Jan2020-31Dec2023,3.0,1,"2600 STEWART AVE, SUITE 144",,WAUSAU,WI,54401,Marathon,existing,"2600 STEWART AVE, SUITE 144, WAUSAU, WI 54401",44.958717,-89.668803
522594,11,FRESENIUS MEDICAL CARE - MANITOWOC,01Jan2020-31Dec2023,2.0,1,3711 DEWEY ST,,MANITOWOC,WI,54220,Manitowoc,existing,"3711 DEWEY ST, MANITOWOC, WI 54220",44.073014,-87.693409
522595,11,DaVita Mill Street Home Training (PD),01Jan2020-31Dec2023,,260,N54 W6135 MILL STREET,SUITE 500,CEDARBURG,WI,53012,Ozaukee,existing,"N54 W6135 MILL STREET, CEDARBURG, WI 53012",43.295194,-87.986232
522596,11,DaVita Lake Hallie Dialysis,01Jan2020-31Dec2023,2.0,1,3636 E MELBY ST,,Lake Hallie,WI,54729,Chippewa,existing,"3636 E MELBY ST, Lake Hallie, WI 54729",44.86536,-91.4521
522597,11,DaVita Lake Country Dialysis (PD),01Jan2020-31Dec2023,3.0,1,2301 SUN VALLEY DR STE 101,,DELAFIELD,WI,53018,Waukesha,existing,"2301 SUN VALLEY DR STE 101, DELAFIELD, WI 53018",43.051308,-88.379954
522598,11,DaVita Capitol Court Dialysis,01Jan2020-31Dec2023,2.0,1,4176 N 56TH ST,,MILWAUKEE,WI,53216,Milwaukee,existing,"4176 N 56TH ST, MILWAUKEE, WI 53216",43.09253,-87.98234
522601,11,DaVita Chilton Dialysis,01Jan2020-31Dec2023,3.0,1,425 MB LANE,,CHILTON,WI,53014,Calumet,existing,"425 MB LANE, CHILTON, WI 53014",44.019199,-88.153228
522602,11,FRESENIUS MEDICAL CARE - MADISON CAPITOL,01Jan2020-31Dec2023,3.0,1,2840 INDEX ROAD,,Fitchburg,WI,53713,Dane,existing,"2840 INDEX ROAD, Fitchburg, WI 53713",43.02995,-89.40769
522603,11,FRESENIUS MEDICAL CARE - BARABOO,01Jan2020-31Dec2023,3.0,1,1600 JEFFERSON ST,SUITE 200,BARABOO,WI,53913,Sauk,existing,"1600 JEFFERSON ST, BARABOO, WI 53913",43.481095,-89.727324
522604,11,FRESENIUS MEDICAL CARE - DODGEVILLE,01Jan2020-31Dec2023,3.0,1,800 COMPASSION WAY,,DODGEVILLE,WI,53533,Iowa,existing,"800 COMPASSION WAY, DODGEVILLE, WI 53533",42.950889,-90.128978
522605,11,DaVita Green Lake County Dialysis,01Jan2020-31Dec2023,3.0,1,432 OAK ST,,BERLIN,WI,54923,Green Lake,existing,"432 OAK ST, BERLIN, WI 54923",43.978564,-88.943732
522606,11,DaVita Hudson Dialysis,01Jan2020-31Dec2023,3.0,1,421 STAGELINE RD,,HUDSON,WI,54016,Saint Croix,existing,"421 STAGELINE RD, HUDSON, WI 54016",44.962145,-92.71433
522607,11,DaVita Sun Prairie Dialysis,01Jan2020-31Dec2023,1.0,1,719 BUNNY TRL,,SUN PRAIRIE,WI,53590,Dane,existing,"719 BUNNY TRL, SUN PRAIRIE, WI 53590",43.167225,-89.265683
522608,11,DaVita Lake Delton Dialysis,01Jan2020-31Dec2023,2.0,1,14 COUNTY ROAD P,,WISCONSIN DELLS,WI,53965,Sauk,existing,"14 COUNTY ROAD P, WISCONSIN DELLS, WI 53965",43.588652,-89.813959
522609,11,FRESENIUS KIDNEY CARE SLINGER,01Jan2020-31Dec2023,3.0,1,631 LOUS WAY,,SLINGER,WI,53086,Washington,existing,"631 LOUS WAY, SLINGER, WI 53086",43.325496,-88.270234
522611,11,FRESENIUS KIDNEY CARE JANESVILLE,01Jan2020-31Dec2023,2.0,1,1407 CRESTON PARK DR,,JANESVILLE,WI,53545,Rock,existing,"1407 CRESTON PARK DR, JANESVILLE, WI 53545",42.70258,-89.005421
522612,11,FRESENIUS KIDNEY CARE SUN PRAIRIE,01Jan2020-31Dec2023,2.0,1,2831 O'KEEFFE AVE,,SUN PRAIRIE,WI,53590,Dane,existing,"2831 O'KEEFFE AVE, SUN PRAIRIE, WI 53590",43.156843,-89.267979
522613,11,DaVita Brown Deer Dialysis,01Jan2020-31Dec2023,2.0,1,9127 N 76TH STREET,,MILWAUKEE,WI,53223,Milwaukee,existing,"9127 N 76TH STREET, MILWAUKEE, WI 53223",43.185213,-88.005934
522614,11,FRESENIUS KIDNEY CARE SILVER SPRINGS,01Jan2020-31Dec2023,3.0,1,2615 W SILVER SPRING DR,,MILWAUKEE,WI,53209,Milwaukee,existing,"2615 W SILVER SPRING DR, MILWAUKEE, WI 53209",43.11891,-87.94547
522615,11,FRESENIUS KIDNEY CARE BROOKFIELD,01Jan2020-31Dec2023,5.0,1,17500 W CAPITOL DR,,BROOKFIELD,WI,53045,Waukesha,existing,"17500 W CAPITOL DR, BROOKFIELD, WI 53045",43.090807,-88.12954
522616,11,DaVita Estabrook Park Dialysis,01Jan2020-31Dec2023,3.0,1,733 E CAPITOL DR,,MILWAUKEE,WI,53212,Milwaukee,existing,"733 E CAPITOL DR, MILWAUKEE, WI 53212",43.088845,-87.901227
522617,11,CONCERTO WISCONSIN LLC,01Jan2020-31Dec2023,,260,13905 W BURLEIGH RD,,BROOKFIELD,WI,53005,Waukesha,new,"13905 W BURLEIGH RD, BROOKFIELD, WI 53005",43.07475,-88.08517
522618,11,FRESENIUS KIDNEY CARE GREENFIELD,01Jan2020-31Dec2023,2.0,1,5125 W MORGAN AVE,,GREENFIELD,WI,53220,Milwaukee,new,"5125 W MORGAN AVE, GREENFIELD, WI 53220",42.980782,-87.978921
522619,11,FRESENIUS MEDICAL CARE MIDWEST BURLINGTON,01Jan2020-31Dec2023,2.0,1,2049 LYNCH WAY,,BURLINGTON,WI,53105,Racine,new,"2049 LYNCH WAY, BURLINGTON, WI 53105",42.702831,-88.247734
522620,11,TRI STATE DIALYSIS - RICHLAND CENTER,01Jan2020-31Dec2023,1.0,1,190 N ORANGE ST,,RICHLAND CENTER,WI,53581,Richland,new,"190 N ORANGE ST, RICHLAND CENTER, WI 53581",43.336131,-90.389471
522621,11,DaVita Dialysis Allouez,01Jan2020-31Dec2023,3.0,1,151 W ST. JOSEPH ST,,ALLOUEZ,WI,54301,Brown,new,"151 W ST. JOSEPH ST, ALLOUEZ, WI 54301",44.48495,-88.02317
522622,11,Fresenius Kidney Care Lombardi,01Jan2020-31Dec2023,3.0,1,2240 Holmgren Way,,Green Bay,WI,54304,Brown,new,"2240 Holmgren Way, Green Bay, WI 54304",44.489753,-88.059793
522623,11,DaVita Rice Lake,01Jan2020-31Dec2023,3.0,1,1700 W. STOUT STREET,,RICE LAKE,WI,54868,Barron,new,"1700 W. STOUT STREET, RICE LAKE, WI 54868",45.506628,-91.759705
522624,11,Fresenius Kidney Care Sheboygan,01Jan2020-31Dec2023,4.0,1,2925 Saemann Avenue,,Sheboygan,WI,53081,Sheboygan,new,"2925 Saemann Avenue, Sheboygan, WI 53081",43.76309,-87.74565
522625,11,Fresenius Kidney Care Oconto Falls,01Jan2020-31Dec2023,,260,853 S. Main Street,Ste. A,Oconto Falls,WI,54154,Oconto,new,"853 S. Main Street, Oconto Falls, WI 54154",44.865647,-88.127398
522627,11,Fresenius Kidney Care Green Bay,01Jan2020-31Dec2023,3.0,1,2670 Monroe Road,Ste. 160,De Pere,WI,54115,Brown,new,"2670 Monroe Road, De Pere, WI 54115",44.453055,-87.995694
522628,11,FRESENIUS KIDNEY CARE APPLETON AVENUE HOME,01Jan2020-31Dec2023,,258,7795 W APPLETON AVE,SUITE A,MILWAUKEE,WI,53222,Milwaukee,new,"7795 W APPLETON AVE, MILWAUKEE, WI 53222",43.09655,-88.00996
523500,11,GUNDERSEN LUTHERAN RENAL DIALYSIS - PRAIRIE DU CHIEN,01Jan2020-31Dec2023,3.0,1,610 E TAYLOR ST,,PRAIRIE DU CHIEN,WI,53821,Crawford,existing,"610 E TAYLOR ST, PRAIRIE DU CHIEN, WI 53821",43.043499,-91.138491
523505,11,GUNDERSEN LUTHERAN RENAL DIALYSIS - TOMAH,01Jan2020-31Dec2023,3.0,1,"505 Gopher Drive, Suite B",,Tomah,WI,54660,Monroe,existing,"505 Gopher Drive, Suite B, Tomah, WI 54660",43.959262,-90.513438
523506,11,FOND DU LAC DIALYSIS CTR,01Jan2020-31Dec2023,4.0,1,305 CAMELOT DR,,FOND DU LAC,WI,54935,Fond du Lac,existing,"305 CAMELOT DR, FOND DU LAC, WI 54935",43.74226,-88.43842
523515,11,MAYO DIALYSIS - BARRON,01Jan2020-31Dec2023,4.0,1,1222 WOODLAND AVE,,BARRON,WI,54812,Barron,existing,"1222 WOODLAND AVE, BARRON, WI 54812",45.397504,-91.839772
523517,11,GUNDERSEN LUTHERAN RENAL DIALYSIS - VIROQUA,01Jan2020-31Dec2023,5.0,1,407 S MAIN ST,STE 300,VIROQUA,WI,54665,Vernon,existing,"407 S MAIN ST, VIROQUA, WI 54665",43.552155,-90.888377
523519,11,MAYO CLINIC DIALYSIS - ONALASKA,01Jan2020-31Dec2023,3.0,1,191 THEATRE ROAD,,ONALASKA,WI,54650,La Crosse,existing,"191 THEATRE ROAD, ONALASKA, WI 54650",43.879919,-91.197818
523522,11,MAYO CLINIC DIALYSIS - LONDON ROAD,01Jan2020-31Dec2023,3.0,1,3845 LONDON RD,,EAU CLAIRE,WI,54701,Eau Claire,existing,"3845 LONDON RD, EAU CLAIRE, WI 54701",44.776441,-91.46115
523527,11,ASPIRUS HOSP DIALYSIS CTR,01Jan2020-31Dec2023,3.0,1,3200 Westhill Drive,Suite 1500,Wausau,WI,54401,Marathon,existing,"3200 Westhill Drive, Wausau, WI 54401",44.968422,-89.677009
523528,11,GUNDERSEN LUTHERAN RENAL DIALYSIS - ONALASKA,01Jan2020-31Dec2023,3.0,1,3075 SOUTH KINNEY COULEE RD,,ONALASKA,WI,54650,La Crosse,existing,"3075 SOUTH KINNEY COULEE RD, ONALASKA, WI 54650",43.87459,-91.18697
523529,11,ASPIRUS LANGLADE HOSPITAL KIDNEY CARE,01Jan2020-31Dec2023,4.0,1,501 AURORA ST,,ANTIGO,WI,54409,Langlade,existing,"501 AURORA ST, ANTIGO, WI 54409",45.139868,-89.140237
523531,11,BEAVER DAM DIALYSIS,01Jan2020-31Dec2023,3.0,1,2100 KELLOM ROAD,UNIT A,BEAVER DAM,WI,53916,Dodge,existing,"2100 KELLOM ROAD, BEAVER DAM, WI 53916",43.493286,-88.813641
523534,11,MILE BLUFF WISCONSIN DELLS DIALYSIS CENTER,01Jan2020-31Dec2023,,260,28 COMMERCE STREET,,WISCONSIN DELLS,WI,53965,Sauk,existing,"28 COMMERCE STREET, WISCONSIN DELLS, WI 53965",43.58716,-89.81235
532304,15,532304 MEM HOSP OF SWEETWATER COUNTY/DIALYSIS,01Jan2020-31Dec2023,4.0,1,1200 COLLEGE DR,,ROCK SPRINGS,WY,82901,Sweetwater,existing,"1200 COLLEGE DR, ROCK SPRINGS, WY 82901",41.585201,-109.234688
532305,15,532305 CCMH DIALYSIS UNIT,01Jan2020-31Dec2023,3.0,1,501 S BURMA,,Gillette,WY,82716,Campbell,existing,"501 S BURMA, Gillette, WY 82716",44.290049,-105.518484
532306,15,532306 IVINSON MEMORIAL HOSP - DIALYSIS CENTER,01Jan2020-31Dec2023,3.0,1,255 N 30TH ST,,LARAMIE,WY,82072,Albany,existing,"255 N 30TH ST, LARAMIE, WY 82072",41.312335,-105.555896
532501,15,532501 CHEYENNE DIALYSIS (FMC),01Jan2020-31Dec2023,5.0,1,1739 MEADOWLAND DR,,CHEYENNE,WY,82009,Laramie,existing,"1739 MEADOWLAND DR, CHEYENNE, WY 82009",41.158373,-104.798723
532503,15,532503 WIND RIVER DIALYSIS CENTER,01Jan2020-31Dec2023,1.0,1,11 SHIPTON LN,,FORT WASHAKIE,WY,82514,Fremont,existing,"11 SHIPTON LN, FORT WASHAKIE, WY 82514",43.00004,-108.87457
532504,15,532504 WYOMING KIDNEY CENTER (USRC),01Jan2020-31Dec2023,3.0,1,1141 WILKINS CIR,,CASPER,WY,82601,Natrona,existing,"1141 WILKINS CIR, CASPER, WY 82601",42.86267,-106.33785
532505,15,532505 BIG HORN BASIN REGIONAL DIALYSIS (DCI),01Jan2020-31Dec2023,3.0,1,"424 YELLOWSTONE AVE, STE 150",,CODY,WY,82414,Park,existing,"424 YELLOWSTONE AVE, STE 150, CODY, WY 82414",44.515954,-109.08551
532506,15,532506 Watt Dialysis Center LLC,01Jan2020-31Dec2023,3.0,1,1401 West 5th St,,SHERIDAN,WY,82801,Sheridan,existing,"1401 West 5th St, SHERIDAN, WY 82801",44.808318,-106.97593
532508,15,US Renal Care-Cheyenne Dialysis,01Jan2020-31Dec2023,2.0,1,1760 Prairie Ave,Suite 102,cheyenne,WY,82009,Laramie,new,"1760 Prairie Ave, cheyenne, WY 82009",41.16338,-104.79809
533501,15,533501 EVANSTON REGIONAL HOSPITAL/DIALYSIS,01Jan2020-31Dec2023,3.0,1,112 YELLOWCREEK RD,,EVANSTON,WY,82930,Uinta,existing,"112 YELLOWCREEK RD, EVANSTON, WY 82930",41.267632,-110.964195
552501,18,Advanced Dialysis Center,01Jan2020-31Dec2023,1.0,1,3932 Downing Avenue,,Baldwin Park,CA,91706,Los Angeles,existing,"3932 Downing Avenue, Baldwin Park, CA 91706",34.08654,-117.955997
552502,18,RAI-EAST FIRST-TUSTIN,01Jan2020-31Dec2023,5.0,1,535 E. First Street,,Tustin,CA,92780,Orange,existing,"535 E. First Street, Tustin, CA 92780",33.746021,-117.818391
552504,17,DaVita Tokay Dialysis Center,01Jan2020-31Dec2023,3.0,1,312 South Fairmont Avenue Suite A,,LODI,CA,95240,San Joaquin,existing,"312 South Fairmont Avenue Suite A, LODI, CA 95240",38.129111,-121.285471
552505,17,DaVita Fresno Palm Bluffs Dialysis,01Jan2020-31Dec2023,4.0,1,770 West Pinedale Ave,,FRESNO,CA,93711,Fresno,existing,"770 West Pinedale Ave, FRESNO, CA 93711",36.845417,-119.806931
552506,18,FMC DIALYSIS SERVICES OF IRWINDALE,01Jan2020-31Dec2023,4.0,1,"12711 Ramona Blvd., Suite 111",,Irwindale,CA,91706,Los Angeles,existing,"12711 Ramona Blvd., Suite 111, Irwindale, CA 91706",34.078846,-117.994669
552507,18,U.S. Renal Care Sherman Oaks Dialysis,01Jan2020-31Dec2023,1.0,1,"4955 Van Nuys Blvd., Suite 111",,Sherman Oaks,CA,91403,Los Angeles,existing,"4955 Van Nuys Blvd., Suite 111, Sherman Oaks, CA 91403",34.16073,-118.449025
552508,18,FMC DIALYSIS SERVICES OF WOODLAND HILLS,01Jan2020-31Dec2023,4.0,1,"19836 Ventura Blvd., Suite C",,Woodland Hills,CA,91364,Los Angeles,existing,"19836 Ventura Blvd., Suite C, Woodland Hills, CA 91364",34.171669,-118.565093
552509,18,DaVita Whittier Dialysis,01Jan2020-31Dec2023,2.0,1,10055 Whittwood Drive,,Whittier,CA,90603,Los Angeles,existing,"10055 Whittwood Drive, Whittier, CA 90603",33.94519,-117.99936
552510,17,DaVita Creekside Dialysis Center,01Jan2020-31Dec2023,4.0,1,141 PARKER STREET,,VACAVILLE,CA,95688,Solano,existing,"141 PARKER STREET, VACAVILLE, CA 95688",38.358024,-121.989577
552512,17,FRESENIUS MEDICAL CARE - DIABLO BRENTWOOD,01Jan2020-31Dec2023,4.0,1,4510 OHARA AVENUE SUITE B,,BRENTWOOD,CA,94513,Contra Costa,existing,"4510 OHARA AVENUE SUITE B, BRENTWOOD, CA 94513",37.938569,-121.700465
552513,18,DaVita College Dialysis,01Jan2020-31Dec2023,3.0,1,6035 University Avenue,,San Diego,CA,92115,San Diego,existing,"6035 University Avenue, San Diego, CA 92115",32.75201,-117.06625
552514,17,Satellite WellBound of Fremont,01Jan2020-31Dec2023,3.0,1,"39510 PASEO PADRE PKWY, SUITE 100",,FREMONT,CA,94538,Alameda,existing,"39510 PASEO PADRE PKWY, SUITE 100, FREMONT, CA 94538",37.550545,-121.974041
552515,18,DaVita Carmel Mountain Dialysis,01Jan2020-31Dec2023,5.0,1,9850 Carmel Mountain Road,,San Diego,CA,92129,San Diego,existing,"9850 Carmel Mountain Road, San Diego, CA 92129",32.960262,-117.11547
552516,18,FMCNA DIALYSIS SERVICES OF RANCHO,01Jan2020-31Dec2023,5.0,1,"11031 Via Frontera, Suite C",,San Diego,CA,92127,San Diego,existing,"11031 Via Frontera, Suite C, San Diego, CA 92127",33.011706,-117.092822
552517,18,ARROYO DIALYSIS,01Jan2020-31Dec2023,3.0,1,"1111 S. Arroyo Parkway, Suite 150",,Pasadena,CA,91105,Los Angeles,existing,"1111 S. Arroyo Parkway, Suite 150, Pasadena, CA 91105",34.128065,-118.14764
552518,18,DaVita Costa Mesa Dialysis,01Jan2020-31Dec2023,2.0,1,1590 Scenic Avenue,,Costa Mesa,CA,92626,Orange,existing,"1590 Scenic Avenue, Costa Mesa, CA 92626",33.699468,-117.925234
552519,17,DCI RANCHO DIALYSIS CLINIC,01Jan2020-31Dec2023,2.0,1,10294 ROCKINGHAM DRIVE,,SACRAMENTO,CA,95827,Sacramento,existing,"10294 ROCKINGHAM DRIVE, SACRAMENTO, CA 95827",38.573627,-121.307443
552520,18,DaVita Banning Dialysis,01Jan2020-31Dec2023,4.0,1,6090 W. Ramsey Street,,Banning,CA,92220,Riverside,existing,"6090 W. Ramsey Street, Banning, CA 92220",33.928728,-116.943567
552521,18,DaVita White Lane Dialysis,01Jan2020-31Dec2023,4.0,1,"7701 White Lane, Suite D",,Bakersfield,CA,93309,Kern,existing,"7701 White Lane, Suite D, Bakersfield, CA 93309",35.317367,-119.088825
552522,17,RAI-CHADBOURNE-FAIRFIELD,01Jan2020-31Dec2023,4.0,1,490 CHADBOURNE ROAD STE D,,FAIRFIELD,CA,94534,Solano,existing,"490 CHADBOURNE ROAD STE D, FAIRFIELD, CA 94534",38.234712,-122.082082
552523,17,DaVita Stockton Home Training Dialysis,01Jan2020-31Dec2023,3.0,1,5608 NORTH PERSHING AVE,,STOCKTON,CA,95207,San Joaquin,existing,"5608 NORTH PERSHING AVE, STOCKTON, CA 95207",37.998487,-121.325095
552524,17,Satellite WellBound of Modesto,01Jan2020-31Dec2023,4.0,1,1315 TENTH STREET #100,,MODESTO,CA,95354,Stanislaus,existing,"1315 TENTH STREET #100, MODESTO, CA 95354",37.643749,-121.004703
552525,18,FRESENIUS MEDICAL CARE OF SAN FERNANDO,01Jan2020-31Dec2023,4.0,1,"451 S. Brand Blvd., Suite 100",,San Fernando,CA,91340,Los Angeles,existing,"451 S. Brand Blvd., Suite 100, San Fernando, CA 91340",34.27997,-118.442331
552526,18,U.S. Renal Care Grand Avenue Dialysis,01Jan2020-31Dec2023,4.0,1,"1400 S. Grand Avenue, Suite 105",,Los Angeles,CA,90015,Los Angeles,existing,"1400 S. Grand Avenue, Suite 105, Los Angeles, CA 90015",34.036854,-118.26519
552527,18,RAI-HARBOR BLVD - GARDEN GROVE,01Jan2020-31Dec2023,3.0,1,"12761 Harbor Blvd., Suite I-3",,Garden Grove,CA,92840,Orange,existing,"12761 Harbor Blvd., Suite I-3, Garden Grove, CA 92840",33.777567,-117.915985
552529,17,DaVita Elk Grove Dialysis,01Jan2020-31Dec2023,3.0,1,9281 OFFICE PARK CIRCLE #105,,ELK GROVE,CA,95758,Sacramento,existing,"9281 OFFICE PARK CIRCLE #105, ELK GROVE, CA 95758",38.418208,-121.39616
552530,17,DaVita South Chico Dialysis Center,01Jan2020-31Dec2023,2.0,1,2345 FOREST AVENUE,,CHICO,CA,95928,Butte,existing,"2345 FOREST AVENUE, CHICO, CA 95928",39.71851,-121.79812
552532,18,FRESENIUS MEDICAL CARE OF SOUTH BAY,01Jan2020-31Dec2023,4.0,1,1221  Pacific Coast Highway,,Harbor City,CA,90710,Los Angeles,existing,"1221  Pacific Coast Highway, Harbor City, CA 90710",33.790453,-118.298631
552533,17,DaVita Marysville Dialysis Center,01Jan2020-31Dec2023,1.0,1,1015 8TH STREET,,MARYSVILLE,CA,95901,Yuba,existing,"1015 8TH STREET, MARYSVILLE, CA 95901",39.14456,-121.59955
552535,17,DaVita Concord Dialysis Center,01Jan2020-31Dec2023,4.0,1,1225 Willow Pass RD,,Concord,CA,94520,Contra Costa,existing,"1225 Willow Pass RD, Concord, CA 94520",37.968158,-122.053823
552536,17,Satellite Healthcare Central Modesto,01Jan2020-31Dec2023,4.0,1,"1315 10TH STREET, SUITE 300",,MODESTO,CA,95354,Stanislaus,existing,"1315 10TH STREET, SUITE 300, MODESTO, CA 95354",37.643749,-121.004703
552537,17,DCI REDDING,01Jan2020-31Dec2023,1.0,1,180 NORTHPOINT DRIVE,,REDDING,CA,96003,Shasta,existing,"180 NORTHPOINT DRIVE, REDDING, CA 96003",40.613004,-122.376693
552538,18,Mohan Dialysis Center of Glendora,01Jan2020-31Dec2023,2.0,1,638 S. Glendora Avenue,,Glendora,CA,91740,Los Angeles,existing,"638 S. Glendora Avenue, Glendora, CA 91740",34.127546,-117.863473
