CMS Certification Number (CCN),Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Certification Date,Claims Date,EQRS Date,SMR Date,Patient Survival Category Text,Patient Survival data availability code,Number of Patients included in survival summary,Mortality Rate (Facility),Mortality Rate: Upper Confidence Limit (97.5%),Mortality Rate: Lower Confidence Limit (2.5%),SHR Date,Patient hospitalization category text,Patient Hospitalization data availability Code,Number of patients included in hospitalization summary,Hospitalization Rate (Facility),Hospitalization Rate: Upper Confidence Limit (97.5%),Hospitalization Rate: Lower Confidence Limit (2.5%),SRR Date,Patient Hospital Readmission Category,Patient Hospital Readmission data availability Code,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Readmission Rate: Upper Confidence Limit (97.5%),Readmission Rate: Lower Confidence Limit (2.5%),STrR Date,Patient Transfusion category text,Patient Transfusion data availability Code,Number of patients included in the transfusion summary,Transfusion Rate (Facility),Transfusion Rate: Upper Confidence Limit (97.5%),Transfusion Rate: Lower Confidence Limit (2.5%),SWR Date,SWR category text,Patient transplant waitlist data availability code,Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,95% C.I. (upper limit) for SWR,95% C.I. (lower limit) for SWR,PPPW category text,Patient prevalent transplant waitlist data availability code,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted,95% C.I. (upper limit) for PPPW,95% C.I. (lower limit) for PPPW,SEDR Date,SEDR category text,Emergency Department Encounter data availability Code,Number of patients included in SEDR summary,Standardized ED visits ratio (Facility),SEDR: Upper Confidence Limit (97.5%),SEDR: Lower Confidence Limit (2.5%),ED30 Date,ED30 Category text,Emergency Department Encounter Ratio Occurring within 30 Days of Hospital Discharge data availability Code,Number of hospitalizations included in ED30 summary,Standardized ED visits within 30 days of hospital discharge ratio (Facility),ED30: Upper Confidence Limit (97.5%),ED30: Lower Confidence Limit (2.5%),YEARS Modality Switch BASED UPON,SMoSR: Classification Category (FACILITY),Modality Switch Data Availability Code,SMoSR: Number of Eligible patients (FACILITY),SMoSR: Standardized Modality Switch Ratio (FACILITY),SMoSR: Upper Confidence Limit (FACILITY),SMoSR: Lower Confidence Limit (FACILITY),SIR Date,Patient Infection category text,Patient Infection Data Availability Code,Standard Infection Ratio,SIR: Upper Confidence Limit (97.5%),SIR: Lower Confidence Limit (2.5%),Fistula Category Text,Fistula data availability code,Number of Patients included in fistula summary,Fistula Rate (Facility),Fistula Rate: Upper Confidence Limit (97.5%),Fistula Rate: Lower Confidence Limit (2.5%),HCP Vaccination Data Collection Dates,HCP Vaccination Data Availability Code,Healthcare worker COVID-19 vaccination adherence percentage,Adult HD Kt/V data availability code,Number of adult HD patients with KT/V data,Number of adult HD patient-months with Kt/V data,Percent of Adult HD patients with Kt/V >= 1.2,Adult PD Kt/V data availability code,Number of adult PD patients with KT/V data,Number of adult PD patient-months with Kt/V data,Percentage of Adult PD PTS with Kt/V >= 1.7,Pediatric HD Kt/V Data Availability Code,Number of pediatric HD patients with Kt/V data,Number of pediatric HD patient-months with KT/V data,Percentage of Pediatric HD patients with Kt/V >= 1.2,Pediatric PD Kt/V Data Availability Code,Number of pediatric PD patients with Kt/V data,Number of pediatric PD patient-months with KT/V data,Percentage of pediatric PD patients with Kt/V>=1.8,Percentage of Medicare patients with Hgb<10 g/dL,HGB<10 data availability code,Percentage of Medicare patients with Hgb>12 g/dL,Hgb > 12 data availability code,Number of Dialysis Patients with Hgb data,Hypercalcemia Data Availability Code,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Serum phosphorus Data Availability Code,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary,Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL,Long term catheter Data Availability Code,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Percentage of Adult patients with long term catheter in use,nPCR Data Availability Code,Number of patients in nPCR summary,Number of patient-months in nPCR summary,Percentage of pediatric HD patients with nPCR,dfc_new,full_address,latitude,longitude,census_tract
12515,8,FMC OPELIKA,01Jan2020-31Dec2023,5,1,2609 VILLAGE PROFESSIONAL DR,STE 2,OPELIKA,AL,36801,Lee,(334) 749-5085,Profit,Yes,Fresenius Medical Care,Yes,31,Yes,Yes,Yes,07SEP1982,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,496,16.4,27,10.2,01Jan2023-31Dec2023,Better than Expected,1,121,80.2,139.9,49.8,01Jan2023-31Dec2023,As Expected,1,65,16.9,30.9,7.6,01Jan2023-31Dec2023,As Expected,1,46,21.7,67.7,9,01Jan2020-31Dec2022,Worse than Expected,1,65,0.16,0.88,0,As Expected,1,132,10.4,23.9,4.1,01Jan2023-31Dec2023,As Expected,1,51,0.73,1.73,0.38,01Jan2022-31Dec2023,As Expected,1,47,1.11,2.75,0.29,01Jan2020-31Dec2022,As Expected,1,69,1.03,2.11,0.41,01Jan2023-31Dec2023,Better than Expected,1,0,0.54,,Better than Expected,1,129,86.1,97.1,74.3,01APR2024-30JUN2024,1,0,1,112,1059,97,1,24,205,93,259,0,,,259,0,,,0,1,0,1,27,1,143,1386,1,1,150,1425,9,19,26,27,20,1,129,1222,7,259,0,,,existing,"2609 VILLAGE PROFESSIONAL DR, OPELIKA, AL 36801",32.64788,-85.41282,1081041104
12516,8,FRESENIUS KIDNEY CARE SOUTH AVENUE,01Jan2020-31Dec2023,2,1,3201 3rd AVE SOUTH,,BIRMINGHAM,AL,35222,Jefferson,(205) 209-3125,Profit,Yes,Fresenius Medical Care,No,20,Yes,Yes,Yes,02DEC1982,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,194,27.4,44.4,16.2,01Jan2023-31Dec2023,As Expected,1,48,137.5,228.2,90,01Jan2023-31Dec2023,As Expected,1,51,32.2,47.3,19.1,01Jan2023-31Dec2023,Not Available,199,16,,,,01Jan2020-31Dec2022,Not Available,199,15,,,,As Expected,1,44,8.3,43.7,1,01Jan2023-31Dec2023,As Expected,1,18,0.58,1.87,0.19,01Jan2022-31Dec2023,As Expected,1,17,0.93,2.78,0.1,01Jan2020-31Dec2022,As Expected,1,25,0.49,2.74,0.01,01Jan2023-31Dec2023,As Expected,1,0.34,1.68,0.02,As Expected,1,54,45.7,71.9,17.7,01APR2024-30JUN2024,1,0,1,51,491,97,201,0,,,259,0,,,259,0,,,,199,,199,10,1,51,491,1,1,54,499,6,17,22,27,28,1,54,497,14,259,0,,,existing,"3201 3rd AVE SOUTH, BIRMINGHAM, AL 35222",33.517861,-86.785307,1073002401
12517,8,DaVita Athens Dialysis,01Jan2020-31Dec2023,1,1,15953 Athens Limestone Drive,,ATHENS,AL,35613,Limestone,(256) 233-4730,Profit,Yes,DaVita,No,12,Yes,Yes,Yes,21JAN1983,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,249,28.6,40.8,19.7,01Jan2023-31Dec2023,As Expected,1,62,172.3,273.2,117.2,01Jan2023-31Dec2023,Worse than Expected,1,66,42.1,57.9,27.6,01Jan2023-31Dec2023,As Expected,1,27,63.1,156.6,31.4,01Jan2020-31Dec2022,As Expected,1,37,0,1.61,0,As Expected,1,64,12,40.9,2.6,01Jan2023-31Dec2023,As Expected,1,28,1.13,2.09,0.63,01Jan2022-31Dec2023,As Expected,1,56,0.88,1.86,0.33,01Jan2020-31Dec2022,As Expected,1,46,1.31,3.06,0.43,01Jan2023-31Dec2023,As Expected,1,0.58,1.57,0.15,As Expected,1,73,58.5,84.7,30.6,01APR2024-30JUN2024,1,0,1,59,466,99,201,0,,,259,0,,,259,0,,,24,1,0,1,17,1,66,532,1,1,74,572,5,16,21,30,28,1,73,565,17,259,0,,,existing,"15953 Athens Limestone Drive, ATHENS, AL 35613",34.78607,-86.94523,1083020900
12519,8,FMC SCOTTSBORO,01Jan2020-31Dec2023,3,1,20998 JOHN T. REID HWY,,SCOTTSBORO,AL,35768,Jackson,(256) 259-4777,Profit,Yes,Fresenius Medical Care,No,20,Yes,No,No,05NOV1984,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,262,25.6,37.8,17.7,01Jan2023-31Dec2023,As Expected,1,57,118.8,211.3,73.4,01Jan2023-31Dec2023,As Expected,1,42,16.5,36.5,5.5,01Jan2023-31Dec2023,As Expected,1,27,18.3,104.1,4.8,01Jan2020-31Dec2022,Not Available,199,34,,,,As Expected,1,50,8.2,42.4,1.1,01Jan2023-31Dec2023,As Expected,1,31,1.46,2.74,0.8,01Jan2022-31Dec2023,As Expected,1,25,1.76,3.58,0.55,01Jan2020-31Dec2022,As Expected,1,47,1.16,2.7,0.38,01Jan2023-31Dec2023,As Expected,1,0.22,1.06,0.01,As Expected,1,67,58.6,84,31.5,01APR2024-30JUN2024,1,0,1,61,521,99,257,0,,,259,0,,,259,0,,,17,1,0,1,18,1,61,523,1,1,66,549,5,17,26,33,19,1,67,552,16,259,0,,,existing,"20998 JOHN T. REID HWY, SCOTTSBORO, AL 35768",34.634072,-86.060831,1071950700
12520,8,FKC TROY,01Jan2020-31Dec2023,3,1,606 BOTTS AVE,,TROY,AL,36081,Pike,(334) 434-5193,Profit,Yes,Fresenius Medical Care,No,21,Yes,No,No,19NOV1984,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,263,23.2,36.5,15,01Jan2023-31Dec2023,As Expected,1,77,108.3,195.5,66.1,01Jan2023-31Dec2023,As Expected,1,35,28.1,49.2,12.7,01Jan2023-31Dec2023,As Expected,1,30,18,151.8,3.5,01Jan2020-31Dec2022,As Expected,1,28,0.42,2.36,0.01,As Expected,1,81,7.2,27.4,1.6,01Jan2023-31Dec2023,As Expected,1,35,1.71,3.12,0.96,01Jan2022-31Dec2023,As Expected,1,19,1.05,2.83,0.16,01Jan2020-31Dec2022,As Expected,1,38,1.14,2.93,0.31,01Jan2023-31Dec2023,As Expected,1,0.23,1.15,0.01,As Expected,1,87,49.2,68.3,28.8,01APR2024-30JUN2024,1,0,1,84,745,98,257,0,,,259,0,,,259,0,,,14,1,0,1,22,1,86,766,1,1,86,781,8,18,24,30,20,1,87,788,11,259,0,,,existing,"606 BOTTS AVE, TROY, AL 36081",31.785028,-85.948606,1109189102
12521,8,DCI DOTHAN,01Jan2020-31Dec2023,2,1,1630 COLUMBIA HWY,,Dothan,AL,36303,Houston,(334) 793-3519,Non-profit,Yes,"Dialysis Clinic, Inc.",No,33,Yes,Yes,No,11MAR1985,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,561,25.4,36.7,18.2,01Jan2023-31Dec2023,As Expected,1,139,179.6,257.6,131.8,01Jan2023-31Dec2023,As Expected,1,133,26.1,34.5,19.1,01Jan2023-31Dec2023,As Expected,1,60,49.1,104.3,27.5,01Jan2020-31Dec2022,As Expected,1,66,0.68,1.73,0.18,As Expected,1,123,9.3,25.3,3,01Jan2023-31Dec2023,As Expected,1,72,0.88,1.66,0.55,01Jan2022-31Dec2023,As Expected,1,128,0.8,1.38,0.39,01Jan2020-31Dec2022,As Expected,1,76,1.02,2.11,0.41,01Jan2023-31Dec2023,As Expected,1,1.37,2.45,0.7,As Expected,1,121,60,78.6,40.1,01APR2024-30JUN2024,1,0,1,115,1073,94,1,32,251,84,259,0,,,259,0,,,,199,,199,10,1,146,1329,2,1,156,1415,7,25,37,18,12,1,121,1105,7,259,0,,,existing,"1630 COLUMBIA HWY, Dothan, AL 36303",31.22062,-85.367447,1069041400
12522,8,FMC HUNTSVILLE,01Jan2020-31Dec2023,4,1,2325 PANSY STREET,SUITE C,HUNTSVILLE,AL,35801,Madison,(256) 536-1897,Profit,Yes,Fresenius Medical Care,Yes,31,Yes,No,No,13DEC1986,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,294,18.1,28.5,11.7,01Jan2023-31Dec2023,As Expected,1,82,110.8,183.7,70.9,01Jan2023-31Dec2023,As Expected,1,58,27.3,47.3,12.8,01Jan2023-31Dec2023,As Expected,1,32,36.7,125.4,14.2,01Jan2020-31Dec2022,As Expected,1,91,1.75,3.05,0.9,As Expected,1,108,19.4,39.5,8.1,01Jan2023-31Dec2023,As Expected,1,40,0.77,1.55,0.41,01Jan2022-31Dec2023,As Expected,1,63,0.76,1.72,0.25,01Jan2020-31Dec2022,Better than Expected,1,106,2.84,4.43,1.71,01Jan2023-31Dec2023,As Expected,1,0.73,1.61,0.27,As Expected,1,118,49.8,69.4,28.8,01APR2024-30JUN2024,1,0,1,100,809,99,257,0,,,259,0,,,259,0,,,4,1,0,1,28,1,102,814,0,1,115,874,5,23,28,28,16,1,118,882,12,259,0,,,existing,"2325 PANSY STREET, HUNTSVILLE, AL 35801",34.714519,-86.577151,1089001901
12523,8,DaVita Phenix City Dialysis Center,01Jan2020-31Dec2023,3,1,4391 RIVERCHASE DRIVE,,PHENIX CITY,AL,36867,Russell,(334) 298-0294,Profit,Yes,DaVita,No,20,Yes,Yes,No,23SEP1985,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,338,29.2,42.6,20.4,01Jan2023-31Dec2023,As Expected,1,86,138.8,231.2,89.6,01Jan2023-31Dec2023,As Expected,1,73,25.4,36.9,15.5,01Jan2023-31Dec2023,As Expected,1,32,15.7,89.5,4.1,01Jan2020-31Dec2022,As Expected,1,35,0.31,1.74,0.01,As Expected,1,79,8.8,27.3,2.4,01Jan2023-31Dec2023,As Expected,1,38,1.18,2.18,0.68,01Jan2022-31Dec2023,As Expected,1,45,1.08,2.31,0.37,01Jan2020-31Dec2022,As Expected,1,52,0.8,2.06,0.22,01Jan2023-31Dec2023,Better than Expected,1,0.21,0.69,0.04,As Expected,1,86,61.2,81,40,01APR2024-30JUN2024,1,0,1,76,715,98,199,8,60,,259,0,,,259,0,,,13,1,0,1,24,1,87,847,0,1,93,870,4,14,26,24,32,1,86,804,17,259,0,,,existing,"4391 RIVERCHASE DRIVE, PHENIX CITY, AL 36867",32.508348,-85.006759,1113030404
12524,8,FMC EAST MOBILE,01Jan2020-31Dec2023,3,1,1217 GOVERNMENT ST,,MOBILE,AL,36604,Mobile,(251) 438-6917,Profit,Yes,Fresenius Medical Care,Yes,29,Yes,Yes,Yes,01DEC1985,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,684,28.3,41.4,19.9,01Jan2023-31Dec2023,As Expected,1,150,142.9,221.9,97.9,01Jan2023-31Dec2023,As Expected,1,92,31.6,44.3,20.4,01Jan2023-31Dec2023,As Expected,1,49,57.9,138.1,29.7,01Jan2020-31Dec2022,As Expected,1,168,1.12,1.79,0.65,As Expected,1,75,13.4,36,4.1,01Jan2023-31Dec2023,As Expected,1,61,0.58,1.33,0.28,01Jan2022-31Dec2023,As Expected,1,56,0.96,1.85,0.34,01Jan2020-31Dec2022,Better than Expected,1,127,4.99,6.97,3.45,01Jan2023-31Dec2023,Better than Expected,1,0,0.73,,As Expected,1,86,51.3,73.3,27.8,01APR2024-30JUN2024,1,0,1,83,753,99,199,1,1,,259,0,,,259,0,,,6,1,0,1,17,1,84,754,1,1,88,779,7,20,32,24,17,1,86,766,6,259,0,,,existing,"1217 GOVERNMENT ST, MOBILE, AL 36604",30.682324,-88.064604,1097001002
12525,8,FMC WEST MOBILE,01Jan2020-31Dec2023,3,1,6601 WALL STREET,SUITE A,MOBILE,AL,36695,Mobile,(251) 633-2681,Profit,Yes,Fresenius Medical Care,No,20,Yes,No,No,02DEC1985,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,342,25.5,36.2,18.3,01Jan2023-31Dec2023,As Expected,1,77,93.7,165.4,56.7,01Jan2023-31Dec2023,As Expected,1,37,22.7,40.9,9.1,01Jan2023-31Dec2023,Not Available,199,22,,,,01Jan2020-31Dec2022,As Expected,1,26,0.88,3.18,0.11,Worse than Expected,1,76,1.9,15.1,0.2,01Jan2023-31Dec2023,As Expected,1,27,1.08,2.31,0.53,01Jan2022-31Dec2023,As Expected,1,42,1.6,2.77,0.71,01Jan2020-31Dec2022,As Expected,1,52,0.61,1.79,0.13,01Jan2023-31Dec2023,Better than Expected,1,0.18,0.88,0.01,As Expected,1,98,55.4,77.2,32.1,01APR2024-30JUN2024,1,0,1,93,719,99,257,0,,,259,0,,,259,0,,,15,1,0,1,13,1,93,719,0,1,99,747,7,20,29,28,17,1,98,743,8,259,0,,,existing,"6601 WALL STREET, MOBILE, AL 36695",30.670122,-88.19511,1097003703
12526,8,RCG PRINCETON,01Jan2020-31Dec2023,3,1,708 COTTON AVE SW,,BIRMINGHAM,AL,35211,Jefferson,(205) 785-3500,Profit,Yes,Fresenius Medical Care,No,34,Yes,Yes,Yes,18SEP1985,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,414,21.8,35,13.9,01Jan2023-31Dec2023,As Expected,1,123,122.3,194.2,82.3,01Jan2023-31Dec2023,As Expected,1,90,18.9,27.4,11.5,01Jan2023-31Dec2023,Worse than Expected,1,29,81.2,210.5,39,01Jan2020-31Dec2022,Not Available,199,37,,,,As Expected,1,108,8.2,24.4,2.4,01Jan2023-31Dec2023,As Expected,1,33,0.62,1.65,0.24,01Jan2022-31Dec2023,As Expected,1,50,0.93,1.69,0.39,01Jan2020-31Dec2022,As Expected,1,65,0.37,1.33,0.04,01Jan2023-31Dec2023,Better than Expected,1,0.24,0.8,0.04,Worse than Expected,1,143,40.8,58,22.3,01APR2024-30JUN2024,1,0,1,132,1190,99,201,0,,,259,0,,,259,0,,,19,1,0,1,16,1,133,1198,0,1,143,1260,11,20,27,23,19,1,143,1262,7,259,0,,,existing,"708 COTTON AVE SW, BIRMINGHAM, AL 35211",33.497637,-86.843739,1073004000
12527,8,DCI ENTERPRISE,01Jan2020-31Dec2023,5,1,3861 SALEM ROAD,,ENTERPRISE,AL,36330,Coffee,(334) 347-8233,Non-profit,Yes,"Dialysis Clinic, Inc.",No,26,Yes,Yes,Yes,04JUL1986,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,220,14.2,24.3,8.3,01Jan2023-31Dec2023,As Expected,1,58,94.7,182.2,53.1,01Jan2023-31Dec2023,As Expected,1,30,11.4,32.2,2.1,01Jan2023-31Dec2023,As Expected,1,19,19.7,112.4,5.2,01Jan2020-31Dec2022,Not Available,199,18,,,,As Expected,1,43,7.4,39.4,1,01Jan2023-31Dec2023,As Expected,1,26,0.73,1.91,0.31,01Jan2022-31Dec2023,As Expected,1,31,0.98,2.18,0.3,01Jan2020-31Dec2022,As Expected,1,24,0.74,2.67,0.09,01Jan2023-31Dec2023,As Expected,1,0.28,1.39,0.01,As Expected,1,63,59.2,83.4,33.4,01APR2024-30JUN2024,1,0,1,58,562,99,201,0,,,259,0,,,259,0,,,,201,,201,0,1,58,562,0,1,63,591,5,29,42,16,9,1,63,591,12,259,0,,,existing,"3861 SALEM ROAD, ENTERPRISE, AL 36330",31.361079,-85.870367,1031011204
12528,8,FMC CAHABA VALLEY,01Jan2020-31Dec2023,3,1,120 CAHABA VALLEY PARKWAY,Suite 150,PELHAM,AL,35124,Shelby,(205) 988-0469,Profit,Yes,Fresenius Medical Care,No,24,Yes,No,No,17SEP1986,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,232,26.7,39.9,17.5,01Jan2023-31Dec2023,As Expected,1,52,135.7,241.4,83.8,01Jan2023-31Dec2023,As Expected,1,32,29,48.1,13.9,01Jan2023-31Dec2023,As Expected,1,23,8.8,179.4,0.9,01Jan2020-31Dec2022,Not Available,199,19,,,,As Expected,1,41,7.1,51.3,0.5,01Jan2023-31Dec2023,As Expected,1,24,0.96,2.33,0.41,01Jan2022-31Dec2023,As Expected,1,36,1.2,2.35,0.43,01Jan2020-31Dec2022,As Expected,1,28,0.79,2.86,0.1,01Jan2023-31Dec2023,As Expected,1,0.3,1.49,0.02,As Expected,1,49,58,86.8,27.3,01APR2024-30JUN2024,1,0,1,49,398,97,257,0,,,259,0,,,259,0,,,,199,,199,10,1,49,398,1,1,49,406,5,19,29,28,19,1,49,395,8,259,0,,,existing,"120 CAHABA VALLEY PARKWAY, PELHAM, AL 35124",33.337632,-86.783975,1117030315
12529,8,DaVita Florence Dialysis,01Jan2020-31Dec2023,3,1,422 EAST DR. HICKS BLVD,STE B,FLORENCE,AL,35630,Lauderdale,(256) 764-5050,Profit,Yes,DaVita,No,18,Yes,Yes,No,16SEP1986,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,427,26.4,39.4,18.2,01Jan2023-31Dec2023,As Expected,1,88,130.5,215.4,84.9,01Jan2023-31Dec2023,As Expected,1,74,20.4,33.2,11.4,01Jan2023-31Dec2023,Worse than Expected,1,39,73.3,146.3,43.1,01Jan2020-31Dec2022,As Expected,1,48,0.47,1.71,0.06,As Expected,1,80,23.6,45.3,10.3,01Jan2023-31Dec2023,As Expected,1,41,0.97,2.14,0.53,01Jan2022-31Dec2023,As Expected,1,71,0.69,1.51,0.2,01Jan2020-31Dec2022,As Expected,1,54,0.67,1.97,0.14,01Jan2023-31Dec2023,As Expected,1,0.93,2.06,0.34,As Expected,1,72,59.3,84,32.9,01APR2024-30JUN2024,1,0,1,68,565,97,1,27,233,98,259,0,,,259,0,,,19,1,7,1,27,1,95,812,2,1,101,835,8,23,22,24,23,1,72,589,6,259,0,,,existing,"422 EAST DR. HICKS BLVD, FLORENCE, AL 35630",34.799209,-87.669196,1077010100
12530,8,FKC E 11 Street - Anniston,01Jan2020-31Dec2023,3,1,522 EAST 11TH STREET,1ST FLOOR,ANNISTON,AL,36207,Calhoun,(256) 237-7566,Profit,Yes,Fresenius Medical Care,No,21,Yes,No,No,07JAN1987,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,298,17.9,28,11.6,01Jan2023-31Dec2023,As Expected,1,75,125.6,195.9,84.8,01Jan2023-31Dec2023,As Expected,1,70,26.9,37,18.5,01Jan2023-31Dec2023,As Expected,1,30,50,136.4,23.1,01Jan2020-31Dec2022,Not Available,199,28,,,,As Expected,1,70,7,28.1,1.4,01Jan2023-31Dec2023,As Expected,1,33,1.57,2.69,0.97,01Jan2022-31Dec2023,As Expected,1,75,1.57,2.43,0.9,01Jan2020-31Dec2022,As Expected,1,49,0.25,1.37,0.01,01Jan2023-31Dec2023,As Expected,1,0.53,1.45,0.14,As Expected,1,88,49.4,70.2,27.3,01APR2024-30JUN2024,1,0,1,83,738,100,257,0,,,259,0,,,259,0,,,30,1,0,1,20,1,84,758,1,1,90,789,10,25,28,21,16,1,88,778,8,259,0,,,existing,"522 EAST 11TH STREET, ANNISTON, AL 36207",33.658145,-85.822176,1015000200
12531,8,FMC JACKSON (TOMBIGBEE),01Jan2020-31Dec2023,3,1,215 WALKER SPRINGS RD,,JACKSON,AL,36545,Clarke,(251) 246-6667,Profit,Yes,Fresenius Medical Care,No,25,Yes,Yes,Yes,29JAN1987,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,367,24.4,40.2,15.2,01Jan2023-31Dec2023,As Expected,1,93,153.5,251.2,100.6,01Jan2023-31Dec2023,As Expected,1,71,33.5,50.5,19.2,01Jan2023-31Dec2023,As Expected,1,24,13.9,116.6,2.7,01Jan2020-31Dec2022,As Expected,1,40,1.7,4.35,0.46,As Expected,1,83,9.2,30.2,2.3,01Jan2023-31Dec2023,As Expected,1,31,1.41,2.6,0.79,01Jan2022-31Dec2023,As Expected,1,51,1.02,2.1,0.34,01Jan2020-31Dec2022,As Expected,1,44,1.27,2.97,0.41,01Jan2023-31Dec2023,As Expected,1,0.69,1.87,0.18,As Expected,1,81,39.7,62.7,15.1,01APR2024-30JUN2024,1,0,1,63,514,97,1,25,197,93,259,0,,,259,0,,,29,1,0,1,14,1,92,798,0,1,101,846,5,19,25,27,23,1,81,632,12,259,0,,,existing,"215 WALKER SPRINGS RD, JACKSON, AL 36545",31.55919,-87.87432,1025957902
12532,8,DCI EUFAULA,01Jan2020-31Dec2023,3,1,123 A EAST BARBOUR STREET,,EUFAULA,AL,36027,Barbour,(334) 687-7071,Non-profit,Yes,"Dialysis Clinic, Inc.",No,14,Yes,No,No,25NOV1987,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,191,27.5,43.3,17,01Jan2023-31Dec2023,As Expected,1,41,168.1,284.8,108.2,01Jan2023-31Dec2023,As Expected,1,39,28.4,44,15.5,01Jan2023-31Dec2023,Not Available,199,14,,,,01Jan2020-31Dec2022,Not Available,199,21,,,,As Expected,1,25,6.4,70.4,0.2,01Jan2023-31Dec2023,As Expected,1,17,1.42,2.98,0.69,01Jan2022-31Dec2023,As Expected,1,12,1.48,3.54,0.26,01Jan2020-31Dec2022,As Expected,1,32,0.32,1.77,0.01,01Jan2023-31Dec2023,As Expected,1,0.34,1.67,0.02,As Expected,1,39,55.7,87.9,21.3,01APR2024-30JUN2024,1,0,1,35,328,98,257,0,,,259,0,,,259,0,,,,201,,201,0,1,35,328,0,1,41,335,7,26,35,23,8,1,39,331,11,259,0,,,existing,"123 A EAST BARBOUR STREET, EUFAULA, AL 36027",31.891557,-85.140984,1005950800
12533,8,DaVita Walker County Dialysis,01Jan2020-31Dec2023,2,1,260 6th Avenue Northwest,,JASPER,AL,35504,Walker,(205) 384-6919,Profit,Yes,DaVita,No,13,Yes,Yes,Yes,29DEC1987,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,206,23.6,36,15.1,01Jan2023-31Dec2023,As Expected,1,49,139.9,242.5,88.4,01Jan2023-31Dec2023,As Expected,1,48,29.4,43.9,17.2,01Jan2023-31Dec2023,Not Available,199,20,,,,01Jan2020-31Dec2022,Not Available,199,35,,,,As Expected,1,52,4.5,36.6,0.4,01Jan2023-31Dec2023,As Expected,1,22,0.45,1.47,0.15,01Jan2022-31Dec2023,As Expected,1,23,0.31,1.57,0,01Jan2020-31Dec2022,As Expected,1,39,0.64,2.31,0.08,01Jan2023-31Dec2023,As Expected,1,0.46,1.52,0.08,As Expected,1,49,48.7,78.9,16.3,01APR2024-30JUN2024,1,0,1,42,359,99,199,10,95,,259,0,,,259,0,,,17,1,0,1,12,1,54,491,4,1,55,494,8,14,22,24,32,1,49,413,20,259,0,,,existing,"260 6th Avenue Northwest, JASPER, AL 35504",33.851179,-87.282072,1127020200
